Finds_numb,N,19,11	Phase,C,254	X,N,19,11	Y,N,19,11	Z,N,19,11	Location,C,254	SiteCode,C,254	Trench,C,254	Context,C,254	Grid,C,254	Type,C,254	Species,C,254	Element,C,254	Side,C,254	Preservati,C,254	Informatio,N,19,11	Taphonomy,C,254	JellyBone,C,254	Measuremen,C,254	Action,C,254	ZooMsID,C,254	Notes,C,254
117809	Bone bed	502795.16723	480996.27304	23.268018	316	SC15	34	312	ZT14	Bone	Aurochs	1st phalanx	 -	B	4	Robust; spiral fracture; percussion break; cracking; rounding	No	 -	 -	0	Fragment of Aurochs 1st phalanx. The bone is robust with no sign of demineralisation. There is a spiral fracture and percussion break to the midshaft. Small amount of cracking in the cortical bone and there is rounding to the break edges.
117814	Bone bed	502793.48561	480998.12537	23.330332	SC13_fridge_2	SC15	34	312	ZT15	Bone	White front or bean goose	Ulna	Right	C	3	Robust	No	 -	 -	0	Midshaft of a large bird species ulna; likely either white front or beam goose. The bone is robust with no sign of demineralisation. The proximal and distal heads are missing and the breakage appear to be tearing. Difficult to say whether it is human mod
117815	Bone bed	502793.23695	480998.38732	23.392017	320	SC15	34	312	ZS15	Bone	Large mammal sp.	Rib	 -	C	3	Robust; concretions; root etching; percussion break; cracking	No	 -	 -	0	Fragment of large mammal rib midshaft. The bone is robust with no sign of demineralisation. There are concretions on the cortical bone surface as well as root etching. The breakage to either end of the midshaft appears like percussion breaks and there ar
117817	Bone bed	502795.529	480995.0594	23.1731	SC13_fridge_1	SC15	34	317	ZU12	Tooth	Aurochs	2nd molar	Right	A	5	Robust	No	 -	 -	0	Complete 2nd maxillary molar of an Aurochs. The tooth and root are robust with no sign of demineralisation. There is very little tooth wear on the occlusial surface and the roots are complete.
117843	Bone bed	502795.3455	480995.3441	23.1964	316	SC15	34	312	ZU12	Bone	Red deer	Maxilla	Right	B	4	Robust; cutmarks; fragmentary; concretions	No	 -	 -	0	Partial maxilla of a red deer. The bone and teeth are robust with no sign of demineralisation. The teeth represented are p2, p3, p4, m1 and m2. All are premanent adult teeth with quite a bit of wear on the occlusial surface. The remaining maxilla bone is
117849	Bone bed	502794.55033	480996.41265	23.111199	316	SC15	34	312	ZT13	Bone	Large mammal sp.	Ulna	 -	C	3	Robust; spiral fracture; longitudinally split; cutmarks; ?tooth marks; rounding	No	 -	 -	0	Fragment of large mammal ulna. The bone is robust with no sign of demineralisation. There is a spiral fracture to the proximal end and it appears to have been longitudinally split. There are a few ephemoral cutmarks to the cortical bone surface on both s
117850	Bone bed	502795.50312	480996.63703	23.282119	316	SC15	34	312	ZU13	Bone	Large mammal sp.	Pelvis	Right	B, G, H	4	Partial demineralisation; percussion break; score mark; delamination	No	 -	 -	0	Section of large mammal ilium. The bone is mainly robust but there are patches of partial demineralisation where the bone has gone rubbery. There is a clear percussion point and resultant breakage. There is a straight edge break and what appears to be a
117851	Bone bed	502791.0611	480999.4832	23.3416	Chloe	SC15	34	317	ZR17	Antler	Red deer	Barbed point	0	C	3	0	0	0	0	0	0
117852	Bone bed	502789.3225	480999.0698	23.505	YAT	SC15	34	317	ZR17	Bone	Aurochs	Thoracic vertebra	 -	B	3	Robust; percussion break; excavation damage; post-dep damage	No	 -	 -	0	Partial thoracic vertebra of an Aurochs. The bone is robust with no sign of demineralisation. Only the vertebral body is represented. The breakage to remove the neural arch and spine appears to be percussion damage but there also appears to be more moder
117853	Bone bed	502790.3122	480999.2977	23.4109	449	SC15	34	317	ZR12	Bone	Red deer	Mandible	Right	B	4	Robust; percussion break; cracking; score marks; delamination; rounding; post-dep damage	No	TRL: 13.3mm	 -	0	Partial mandible of a red deer. The bone and teeth are robust with no sign of demineralisation. An almost complete dentiton is present (p2-m3) but the incisors are missing.The mandible has been broken into all along and underneath the tooth row by percus
117854	Bone bed	502790.5118	480999.5334	23.4922	320	SC15	34	317	ZR17	Bone	Red deer	Tibia	Left	C	3	Robust; percussion break; spiral fracture; cracking; excavation damage	No	BP: 4.4mm	 -	0	Proximal end of a red deer tibia. The bone is robust with no sign of demineralisation. It appears to be from a young adult as the proximal epiphyseal head still shows signs of fusing. The fusion line is still visible. The tibial tuberosity is missing as
117855	Bone bed	502791.0351	480999.8479	23.4154	320	SC15	34	317	ZR17	Bone	Red deer	1st phalanx	 -	C	3	Robust; spiral fracture	No	BD: 2.4mm	0	0	Distal half of a red deer 1st phalanx. The bone is robust with no sign of demineralisation. The breakage to remove the proximal head is a spiral fracture.
117856	Bone bed	502790.3959	480999.2398	23.3933	317	SC15	34	317	ZR17	Bone	Large mammal sp.	Sacrum	 -	D	2	Robust; post-dep break; rounded; root damage	No	 -	 -	0	Small fragment of large mammal sacrum. The bone is robust with no sign of demineralisation. The breakage appears to be post-depositional and rounded. There are roots growing through.
117857	Bone bed	502790.3715	480999.5272	23.4562	SC13_fridge_1	SC15	34	312	ZR17	Antler	Red deer	Beam	0	A	5	0	No	0	0	0	Fragment of beam. Extra fragments in small bag.
117859	Bone bed	502790.4625	481000.1855	23.3973	320	SC15	34	317	ZR16	Bone	Aurochs	Tibia	Left	C	3	Robust; percussion break; carnivore activity; tooth impression	No	 -	 -	0	Large fragment of proximal Aurochs tibia; medial tuberosity. The bone is robust with no sign of demineralisation. The breakage is caused by percussion breaks. One edge has breakage that appears to be uneven and suggestive of carnivore gnawing. There is a
117864	Bone bed	502790.8908	481000.4713	23.4626	320	SC15	34	317	ZR17	Bone	Red deer	Cuneiform	Right	B	4	Robust; excavation damage; root etching	No	 -	 -	0	Complete lateral cuneiform of a red deer. The bone is robust with no sign of demineralisation. There is some damage to one edge of the specimen that appears to be caused by excavation damage. The cortical bone is missing. There is root etching on both th
117865	Bone bed	502789.861	480999.1891	23.3408	319	SC15	34	317	ZR17	Bone	Red deer	Metatarsal	 -	B	4	Robust; percussion break; spiral fracture; post-dep rounding	No	BD: 4.1mm	 -	0	Partial red deer metatarsal. The bone is robust with no sign of demineralisation. The proximal head has been removed and there are signs of percussion points, as well as an obvious spiral fracture. The break edges are rounded and smoothed from post-depos
117867	Bone bed	502790.2829	480999.3921	23.4102	320	SC15	34	317	ZR17	Bone	Roe deer	Mandible	Left	C	3	Robust; percussion break; cracking; excavation damage	No	 -	 -	0	Partial roe deer mandible. The bone and teeth are robust with no sign of demineralisation.The remaining teeth are p2, p3, p4 and m1. The mandible is broken just after the m1, and underneath the tooth row. The breakage appears to be percussion breaks as t
117868	Bone bed	502790.2514	480999.3883	23.3862	449	SC15	34	317	ZR17	Bone	Large mammal sp.	Rib	Right	C, G	3	Robust; excavation damage; post-dep breakage; rounding; cutmarks; root etching; cracking; delamination	No	 -	 -	0	Partial rib of a large mammal. The bone is robust with no sign of demineralisation. The breakage that has separated a fragment from the distal end of the midshaft appears to have occurred on excavation and lifting. The damage to the proximal head appears
117870	Bone bed	502790.2611	480999.6381	23.3966	319	SC15	34	317	ZR17	Bone	Red deer	Mandible	Left	B, G	4	Robust; percussion break; cracking; delamination	No	TRL: 14.4mm	 -	0	Partial mandible of a red deer. The bone and teeth are robust with no sign of demineralisation. The teeth represented are permanent p2-4 and m1-3. The mandible has been broken into by percussion breaks below the tooth line. The ramus has also been remove
117871	Bone bed	0	0	0	SC13_fridge_1	SC15	34	317	ZR17	Antler	Red deer	Tine	Left	A, C	5	0	No	 -	 -	0	Antler
117872	Bone bed	502790.4163	480999.7081	23.342	448	SC15	34	317	0	Antler	Red deer	Tine	Left	A, H	5	0	0	0	0	0	0
117873	Bone bed	502791.1267	480999.6544	23.3354	449	SC15	34	317	ZR17	Bone	Large mammal sp.	Rib	Left	C, G	3	Robust; post-dep breakage; excavation damage; cutmarks; flaking; delamination	No	 -	 -	0	Partial large mammal rib. The bone is robust with no sign of demineralisation. The breakage to the distal end appears to be partially post-depositional and partially excavational/lifting damage. There are some ephemoral parallel cutmarks on the superior
117874	Bone bed	502790.1225	480999.508	23.4574	449	SC15	34	317	ZR17	Bone	Large mammal sp.	Rib	Left	C, G	3	Robust; post-dep breakage; delamination; flaking	No	 -	 -	0	Partial rib of a large mammal. The bone is robust with no sign of demineralisation. The breakage to the proximal and distal ends are post-depositional and the edges of the distal end are broken and missing. There is flaking of the cortical bone all along
117875	Bone bed	502789.6086	480998.9929	23.3291	319	SC15	34	317	ZR17	Bone	Red deer	Metatarsal	Right	B, G	4	Robust; percussion break; spiral fracture; longitudinally split; cracking; excavation damage; delamination	No	BP: 3.8mm	 -	0	Partial red deer metatarsal. The bone is robust with no sign of demineralisation. The distal end is missing and it has been removed by a combination of percussion and spiral fracture. There are clear percussion points. There is also a jagged break where
117876	Bone bed	502790.80806	481000.35385	23.387542	317	SC15	34	317	ZR17	Bone	Red deer	Tibia	Left	B	4	Robust; percussion break	No	BD: 4.7mm	 -	0	Distal end of a red deer tibia. The bone is robust with no sign of demineralisation. The breakage to the midshaft just above the distal articular end was caused by a percussion break with a clear percussion point. There are cracks radiating from the brea
117879	Bone bed	502789.4038	480999.9501	23.3242	449	SC15	34	317	ZR17	Bone	Large mammal sp.	Rib	Left	C	3	Robust; percussion break; cutmarks; tooth impression	No	 -	 -	0	Partial rib of a large mammal. The bone is robust with no sign of demineralisation. The breakage to the distal end appears to be broken by a percussion break. There are some ephemoral cutmarks on the anterior cortical bone of the midshaft. There is also
117882	Bone bed	502790.57102	480999.21035	23.328002	320	SC15	34	317	ZR17	Bone	Medium mammal sp.	Tibia	 -	C	3	Robust; excavation breakage; percussion break; rounded	No	 -	 -	0	Small fragment of medium mammal proximal tibia. Appears to be an unfused fragment of the tibial tuberosity. There is some breakage to the distal end of the fragment that appears to be excavational, but there is also some damage, possibly percussion break
117883	Bone bed	502790.5305	480999.1632	23.303	319	SC15	34	317	ZR17	Bone	Elk	Radius	Right	B	4	Robust; percussion break; cracking	No	BD: 5.7mm	 -	0	Partial radius of an elk. The bone is robust with no sign of demineralisation. The proximal head has been removed by a percussion break and there are radiating cracks from the break edge.
117884	Bone bed	502790.3993	480998.3822	23.4849	449	SC15	34	312	ZR16	Bone	Large mammal sp.	Rib	Right	C, G	3	Robust; post-dep breakage; root etching; flaking; cracking; delamination	No	 -	 -	0	Partial large mammal rib. The bone is robust with no sign of demineralisation. The damage to the proximal and distal end appears to have been caused by post-depositional breakage. There is some root etching to the cortical bone surface and also some flak
117886	Bone bed	502790.3255	480998.2371	23.4467	320	SC15	34	312	ZR16	Bone	Red deer	2nd phalanx	 -	C	3	Robust; percussion break; excavation damage; rounded	No	 -	 -	0	Partial proximal head of a red deer 2nd phalanx. The bone is robust with no sign of demineralisation. Small amount of excavation damage to the proximal articular surface. The breakage just below the proximal head is a percussion break. The break edge is
117900	Bone bed	502790.0403	480999.5907	23.3946	449	SC15	34	317	ZR17	Bone	Red deer	Humerus	 -	C	3	Robust; spiral fracture; excavation damage	No	 -	 -	0	Section of red deer humerus midshaft. The bone is robust with no sign of demineralisation. Both ends of the specimen exhibit spiral fractures. Fresh breakage has occurred to one edge of the specimen on lifting.
117951	Bone bed	502794.85932	481003.82485	23.476585	317	SC15	34	317	ZW20	Bone	Medium mammal sp.	Rib	Right	B	4	Robust; percussion break; cutmarks	No	 -	 -	0	Partial rib of a medium mammal. The bone is robust with no sign of demineralisation. The break to the midshaft appears to be a possible percussion break, where a fragment is missing. Very ephemoral cutmarks to the cortical bone surface.
117952	Bone bed	502795.32046	481003.66001	23.448063	317	SC15	34	317	ZW20	Bone	Roe deer	Mandible	Right	B	4	Robust; percussion break	No	 -	 -	0	Partial roe deer mandible. The bone and teeth are robust with no sign of demineralisation. It is a section of premaxilla however the the incisors are missing. Only the p2 is present and it is broken just behind this. The breakage appears to be a percussi
117953	Bone bed	502795.63637	481003.82965	23.447307	320	SC15	34	317	ZW20	Bone	Medium mammal sp.	Rib	 -	D	2	Robust; post-dep breakage; excavation damage	No	 -	 -	0	Fragment of midshaft of a medium mammal rib. The bone is robust with no sign of demineralisation. The breakage appears to be post-depositional. Small amount of excavation damage to one edge.
117954	Bone bed	502794.95613	481003.42821	23.498256	320	SC15	34	317	ZW20	Bone	Medium mammal sp.	Rib	Right	C	3	Robust; percussion break	No	 -	 -	0	Partial rib of a medium mammal. The bone is robust with no sign of demineralisation. The breakage to the midshaft appears to be a percussion break.
